book,chapter,rouge1_precision_facebook/bart-base,rouge1_recall_facebook/bart-base,rouge1_fmeasure_facebook/bart-base,rouge2_precision_facebook/bart-base,rouge2_recall_facebook/bart-base,rouge2_fmeasure_facebook/bart-base,rougeL_precision_facebook/bart-base,rougeL_recall_facebook/bart-base,rougeL_fmeasure_facebook/bart-base
9781908541277,ch_12,0.2673611111111111,0.5167785234899329,0.3524027459954233,0.06620209059233449,0.12837837837837837,0.08735632183908047,0.14583333333333334,0.28187919463087246,0.1922196796338673
9781908541277,ch_12,0.26141078838174275,0.4228187919463087,0.3230769230769231,0.0625,0.10135135135135136,0.07731958762886597,0.13278008298755187,0.21476510067114093,0.1641025641025641
9781908541277,ch_12,0.2745762711864407,0.5436241610738255,0.3648648648648649,0.08843537414965986,0.17567567567567569,0.11764705882352941,0.15932203389830507,0.31543624161073824,0.2117117117117117
9781910797907,chp6,0.3181818181818182,0.6412213740458015,0.4253164556962025,0.12547528517110265,0.25384615384615383,0.16793893129770993,0.17803030303030304,0.35877862595419846,0.23797468354430382
9781910797907,chp6,0.2619047619047619,0.5038167938931297,0.34464751958224543,0.09163346613545817,0.17692307692307693,0.12073490813648295,0.15079365079365079,0.2900763358778626,0.19843342036553527
9781908541277,ch_8,0.0942622950819672,0.4423076923076923,0.1554054054054054,0.01646090534979424,0.0784313725490196,0.027210884353741496,0.06557377049180328,0.3076923076923077,0.10810810810810811
9781908541277,ch_8,0.07727272727272727,0.3269230769230769,0.125,0.0045662100456621,0.0196078431372549,0.007407407407407407,0.06363636363636363,0.2692307692307692,0.10294117647058822
9781908541277,ch_8,0.07509881422924901,0.36538461538461536,0.12459016393442622,0.003968253968253968,0.0196078431372549,0.0066006600660066,0.04743083003952569,0.23076923076923078,0.07868852459016393
9781908541277,ch_8,0.06382978723404255,0.28846153846153844,0.10452961672473866,0.0,0.0,0.0,0.0425531914893617,0.19230769230769232,0.06968641114982578
9781908541277,ch_8,0.07058823529411765,0.34615384615384615,0.11726384364820848,0.007874015748031496,0.0392156862745098,0.013114754098360656,0.050980392156862744,0.25,0.08469055374592835
