book,chapter,rouge1_precision_sshleifer/distilbart-cnn-12-6,rouge1_recall_sshleifer/distilbart-cnn-12-6,rouge1_fmeasure_sshleifer/distilbart-cnn-12-6,rouge2_precision_sshleifer/distilbart-cnn-12-6,rouge2_recall_sshleifer/distilbart-cnn-12-6,rouge2_fmeasure_sshleifer/distilbart-cnn-12-6,rougeL_precision_sshleifer/distilbart-cnn-12-6,rougeL_recall_sshleifer/distilbart-cnn-12-6,rougeL_fmeasure_sshleifer/distilbart-cnn-12-6
9783318068207,hh-7,0.3695652173913043,0.05537459283387622,0.09631728045325778,0.08888888888888889,0.013071895424836602,0.022792022792022793,0.2391304347826087,0.035830618892508145,0.0623229461756374
9781910797631,chp6,0.3269230769230769,0.09883720930232558,0.15178571428571427,0.0,0.0,0.0,0.17307692307692307,0.05232558139534884,0.08035714285714286
9781910797426,ch03,0.6666666666666666,0.21875,0.32941176470588235,0.17073170731707318,0.05511811023622047,0.08333333333333334,0.40476190476190477,0.1328125,0.2
9781908541277,ch_9,0.5102040816326531,0.12626262626262627,0.20242914979757082,0.16666666666666666,0.04060913705583756,0.06530612244897958,0.2857142857142857,0.0707070707070707,0.11336032388663966
9781910797907,chp6,0.4714285714285714,0.25190839694656486,0.3283582089552239,0.21739130434782608,0.11538461538461539,0.15075376884422112,0.2857142857142857,0.15267175572519084,0.1990049751243781
9781908541277,ch_5,0.40350877192982454,0.19327731092436976,0.26136363636363635,0.03571428571428571,0.01694915254237288,0.022988505747126436,0.19298245614035087,0.09243697478991597,0.125
9781910797006,ch08,0.3541666666666667,0.19101123595505617,0.24817518248175183,0.1276595744680851,0.06818181818181818,0.08888888888888888,0.2916666666666667,0.15730337078651685,0.20437956204379562
9781910797105,ch06,0.5737704918032787,0.33980582524271846,0.4268292682926829,0.38333333333333336,0.22549019607843138,0.28395061728395066,0.2786885245901639,0.1650485436893204,0.2073170731707317
9783318068207,hh-5,0.4153846153846154,0.22131147540983606,0.2887700534759359,0.03125,0.01652892561983471,0.021621621621621623,0.2,0.10655737704918032,0.1390374331550802
9781910797105,ch04,0.22413793103448276,0.18309859154929578,0.20155038759689925,0.0,0.0,0.0,0.13793103448275862,0.11267605633802817,0.12403100775193797
9781910797006,ch03,0.627906976744186,0.15606936416184972,0.25,0.14285714285714285,0.03488372093023256,0.056074766355140186,0.37209302325581395,0.09248554913294797,0.1481481481481481
9781908541406,ch_13,0.32558139534883723,0.17073170731707318,0.224,0.07142857142857142,0.037037037037037035,0.04878048780487805,0.13953488372093023,0.07317073170731707,0.09599999999999999
9781908541277,ch_12,0.47692307692307695,0.2080536912751678,0.28971962616822433,0.25,0.10810810810810811,0.1509433962264151,0.36923076923076925,0.1610738255033557,0.22429906542056074
9781910797815,chp3,0.7012987012987013,0.31213872832369943,0.43200000000000005,0.40789473684210525,0.18023255813953487,0.25,0.5844155844155844,0.26011560693641617,0.35999999999999993
9781910797310,chp3,0.4074074074074074,0.25882352941176473,0.3165467625899281,0.018867924528301886,0.011904761904761904,0.014598540145985401,0.16666666666666666,0.10588235294117647,0.12949640287769784
9781910797426,ch12,0.3333333333333333,0.18181818181818182,0.23529411764705885,0.06382978723404255,0.034482758620689655,0.04477611940298508,0.22916666666666666,0.125,0.16176470588235295
9781908541024,ch_9,0.3333333333333333,0.2835820895522388,0.30645161290322576,0.08928571428571429,0.07575757575757576,0.08196721311475409,0.22807017543859648,0.19402985074626866,0.2096774193548387
9781910797617,chp6,0.5098039215686274,0.14689265536723164,0.2280701754385965,0.16,0.045454545454545456,0.07079646017699115,0.3333333333333333,0.096045197740113,0.14912280701754388
9781908541994,ch02,0.3829787234042553,0.32727272727272727,0.35294117647058826,0.10869565217391304,0.09259259259259259,0.09999999999999999,0.2553191489361702,0.21818181818181817,0.2352941176470588
9781910797471,ch05,0.4268292682926829,0.2777777777777778,0.3365384615384615,0.09876543209876543,0.064,0.07766990291262135,0.23170731707317074,0.15079365079365079,0.18269230769230768
9781910797105,ch08,0.38461538461538464,0.3424657534246575,0.36231884057971014,0.125,0.1111111111111111,0.11764705882352941,0.24615384615384617,0.2191780821917808,0.2318840579710145
9781912776207,ch4,0.23809523809523808,0.16666666666666666,0.19607843137254902,0.024390243902439025,0.01694915254237288,0.02,0.16666666666666666,0.11666666666666667,0.13725490196078433
9781910797495,chp9,0.5538461538461539,0.1925133689839572,0.2857142857142857,0.15625,0.053763440860215055,0.07999999999999999,0.3076923076923077,0.10695187165775401,0.15873015873015872
9781912776726,ch2,0.6896551724137931,0.22727272727272727,0.3418803418803419,0.45614035087719296,0.14857142857142858,0.22413793103448276,0.6379310344827587,0.21022727272727273,0.3162393162393162
9781910797815,chp2,0.4117647058823529,0.34710743801652894,0.37668161434977576,0.1485148514851485,0.125,0.13574660633484162,0.29411764705882354,0.24793388429752067,0.26905829596412556
9781910797433,ch05,0.46808510638297873,0.21568627450980393,0.2953020134228188,0.13043478260869565,0.0594059405940594,0.08163265306122448,0.2978723404255319,0.13725490196078433,0.18791946308724833
9781910797617,chp1,0.5,0.19631901840490798,0.28193832599118945,0.09523809523809523,0.037037037037037035,0.05333333333333334,0.328125,0.12883435582822086,0.18502202643171806
9781908541963,chapter11,0.3230769230769231,0.40384615384615385,0.358974358974359,0.140625,0.17647058823529413,0.15652173913043477,0.18461538461538463,0.23076923076923078,0.20512820512820515
9781908541796,chapter1,0.3114754098360656,0.1532258064516129,0.20540540540540542,0.1,0.04878048780487805,0.06557377049180328,0.22950819672131148,0.11290322580645161,0.15135135135135136
9781908541963,chapter2,0.375,0.3103448275862069,0.339622641509434,0.0851063829787234,0.07017543859649122,0.07692307692307691,0.1875,0.15517241379310345,0.169811320754717
9781910797907,chp2,0.4489795918367347,0.2972972972972973,0.35772357723577236,0.1875,0.1232876712328767,0.1487603305785124,0.2653061224489796,0.17567567567567569,0.21138211382113822
9781908541666,ch_9,0.2222222222222222,0.10526315789473684,0.14285714285714285,0.022727272727272728,0.010638297872340425,0.014492753623188404,0.13333333333333333,0.06315789473684211,0.08571428571428572
9781912776153,chp11,0.4375,0.19718309859154928,0.27184466019417475,0.07936507936507936,0.03546099290780142,0.04901960784313726,0.203125,0.09154929577464789,0.1262135922330097
9781908541468,ch_9,0.358974358974359,0.2545454545454545,0.2978723404255319,0.10526315789473684,0.07407407407407407,0.08695652173913043,0.2564102564102564,0.18181818181818182,0.2127659574468085
9781910797662,ch09,0.2857142857142857,0.12121212121212122,0.1702127659574468,0.04878048780487805,0.02040816326530612,0.02877697841726619,0.19047619047619047,0.08080808080808081,0.11347517730496454
9781910797211,ch04,0.5272727272727272,0.1111111111111111,0.18354430379746836,0.18518518518518517,0.038461538461538464,0.06369426751592357,0.32727272727272727,0.06896551724137931,0.11392405063291138
9781908541727,ch03,0.3953488372093023,0.12318840579710146,0.1878453038674033,0.07142857142857142,0.021897810218978103,0.0335195530726257,0.23255813953488372,0.07246376811594203,0.11049723756906078
9783318068207,hh-8,0.2222222222222222,0.21428571428571427,0.21818181818181817,0.03773584905660377,0.03636363636363636,0.037037037037037035,0.12962962962962962,0.125,0.12727272727272726
9781908541024,ch_8,0.36538461538461536,0.3877551020408163,0.3762376237623762,0.0784313725490196,0.08333333333333333,0.08080808080808081,0.25,0.2653061224489796,0.25742574257425743
9781910797105,ch05,0.24074074074074073,0.20634920634920634,0.2222222222222222,0.0,0.0,0.0,0.12962962962962962,0.1111111111111111,0.11965811965811965
9781908541420,ch_5,0.5161290322580645,0.2644628099173554,0.34972677595628415,0.16393442622950818,0.08333333333333333,0.11049723756906076,0.2903225806451613,0.1487603305785124,0.19672131147540983
9781908541680,ch_6,0.5138888888888888,0.1989247311827957,0.28682170542635654,0.11267605633802817,0.043243243243243246,0.0625,0.25,0.0967741935483871,0.13953488372093023
9781910797457,chp8,0.5909090909090909,0.16455696202531644,0.25742574257425743,0.18604651162790697,0.050955414012738856,0.08,0.3181818181818182,0.08860759493670886,0.13861386138613863
9781910797815,chp7,0.44680851063829785,0.29577464788732394,0.3559322033898305,0.13043478260869565,0.08571428571428572,0.10344827586206898,0.2127659574468085,0.14084507042253522,0.16949152542372883
9783318066685,ch4,0.47619047619047616,0.11904761904761904,0.19047619047619047,0.14634146341463414,0.03592814371257485,0.05769230769230769,0.2857142857142857,0.07142857142857142,0.1142857142857143
9781908541680,ch_2,0.373134328358209,0.21551724137931033,0.27322404371584696,0.045454545454545456,0.02608695652173913,0.033149171270718224,0.23880597014925373,0.13793103448275862,0.17486338797814208
