book,chapter,rouge1_precision_sshleifer/distilbart-cnn-12-6,rouge1_recall_sshleifer/distilbart-cnn-12-6,rouge1_fmeasure_sshleifer/distilbart-cnn-12-6,rouge2_precision_sshleifer/distilbart-cnn-12-6,rouge2_recall_sshleifer/distilbart-cnn-12-6,rouge2_fmeasure_sshleifer/distilbart-cnn-12-6,rougeL_precision_sshleifer/distilbart-cnn-12-6,rougeL_recall_sshleifer/distilbart-cnn-12-6,rougeL_fmeasure_sshleifer/distilbart-cnn-12-6
9781910797426,ch12,0.11904761904761904,0.2631578947368421,0.1639344262295082,0.024390243902439025,0.05555555555555555,0.03389830508474577,0.07142857142857142,0.15789473684210525,0.09836065573770492
9781910797426,ch12,0.07142857142857142,0.15789473684210525,0.09836065573770492,0.0,0.0,0.0,0.047619047619047616,0.10526315789473684,0.06557377049180328
9781910797426,ch12,0.023809523809523808,0.1111111111111111,0.0392156862745098,0.0,0.0,0.0,0.023809523809523808,0.1111111111111111,0.0392156862745098
9781910797426,ch12,0.09090909090909091,0.42857142857142855,0.15000000000000002,0.03125,0.16666666666666666,0.05263157894736842,0.09090909090909091,0.42857142857142855,0.15000000000000002
9781910797426,ch12,0.24390243902439024,0.7692307692307693,0.37037037037037035,0.2,0.6666666666666666,0.30769230769230765,0.24390243902439024,0.7692307692307693,0.37037037037037035
9781910797426,ch12,0.14285714285714285,0.3333333333333333,0.2,0.041666666666666664,0.1,0.058823529411764705,0.14285714285714285,0.3333333333333333,0.2
9781908541024,ch_13,0.02040816326530612,0.125,0.03508771929824561,0.0,0.0,0.0,0.02040816326530612,0.125,0.03508771929824561
9781908541024,ch_13,0.061224489795918366,0.375,0.10526315789473682,0.0,0.0,0.0,0.04081632653061224,0.25,0.07017543859649122
9781908541024,ch_13,0.10204081632653061,0.25,0.14492753623188406,0.041666666666666664,0.10526315789473684,0.05970149253731344,0.08163265306122448,0.2,0.11594202898550723
9781908541024,ch_13,0.10204081632653061,0.35714285714285715,0.15873015873015872,0.020833333333333332,0.07692307692307693,0.03278688524590164,0.04081632653061224,0.14285714285714285,0.06349206349206349
9781908541024,ch_13,0.10714285714285714,0.25,0.15,0.0,0.0,0.0,0.10714285714285714,0.25,0.15
9781910797617,chp6,0.4722222222222222,0.3333333333333333,0.39080459770114934,0.22857142857142856,0.16,0.18823529411764708,0.3888888888888889,0.27450980392156865,0.3218390804597701
9781910797617,chp6,0.16666666666666666,0.23076923076923078,0.1935483870967742,0.08571428571428572,0.12,0.09999999999999999,0.16666666666666666,0.23076923076923078,0.1935483870967742
9781910797617,chp6,0.19230769230769232,0.3333333333333333,0.2439024390243902,0.08,0.14285714285714285,0.10256410256410256,0.19230769230769232,0.3333333333333333,0.2439024390243902
9781910797617,chp6,0.3191489361702128,0.32608695652173914,0.3225806451612903,0.021739130434782608,0.022222222222222223,0.021978021978021976,0.1702127659574468,0.17391304347826086,0.17204301075268816
9781910797617,chp6,0.2978723404255319,0.358974358974359,0.3255813953488372,0.021739130434782608,0.02631578947368421,0.02380952380952381,0.19148936170212766,0.23076923076923078,0.20930232558139536
9781908541994,ch02,0.13953488372093023,1.0,0.24489795918367346,0.11904761904761904,1.0,0.21276595744680848,0.13953488372093023,1.0,0.24489795918367346
9781908541994,ch02,0.13953488372093023,0.2608695652173913,0.18181818181818182,0.023809523809523808,0.045454545454545456,0.03125,0.09302325581395349,0.17391304347826086,0.12121212121212122
9781908541994,ch02,0.06976744186046512,0.11538461538461539,0.08695652173913045,0.0,0.0,0.0,0.06976744186046512,0.11538461538461539,0.08695652173913045
9781910797471,ch05,0.11594202898550725,0.38095238095238093,0.17777777777777778,0.029411764705882353,0.1,0.04545454545454545,0.07246376811594203,0.23809523809523808,0.11111111111111112
9781910797471,ch05,0.07246376811594203,0.19230769230769232,0.10526315789473685,0.014705882352941176,0.04,0.021505376344086023,0.07246376811594203,0.19230769230769232,0.10526315789473685
9781910797471,ch05,0.07246376811594203,0.22727272727272727,0.10989010989010989,0.0,0.0,0.0,0.043478260869565216,0.13636363636363635,0.06593406593406594
9781910797471,ch05,0.18181818181818182,0.4,0.25000000000000006,0.09259259259259259,0.20833333333333334,0.1282051282051282,0.14545454545454545,0.32,0.19999999999999998
9781910797471,ch05,0.09090909090909091,0.29411764705882354,0.1388888888888889,0.018518518518518517,0.0625,0.02857142857142857,0.05454545454545454,0.17647058823529413,0.08333333333333334
9781910797471,ch05,0.07272727272727272,0.26666666666666666,0.1142857142857143,0.0,0.0,0.0,0.05454545454545454,0.2,0.08571428571428572
9781910797105,ch08,0.08955223880597014,0.4,0.14634146341463417,0.015151515151515152,0.07142857142857142,0.025,0.07462686567164178,0.3333333333333333,0.12195121951219512
9781910797105,ch08,0.08955223880597014,0.4,0.14634146341463417,0.015151515151515152,0.07142857142857142,0.025,0.07462686567164178,0.3333333333333333,0.12195121951219512
9781910797105,ch08,0.03636363636363636,0.2,0.061538461538461535,0.0,0.0,0.0,0.03636363636363636,0.2,0.061538461538461535
9781910797105,ch08,0.14545454545454545,0.47058823529411764,0.22222222222222227,0.05555555555555555,0.1875,0.08571428571428572,0.09090909090909091,0.29411764705882354,0.1388888888888889
9781910797105,ch08,0.12727272727272726,0.4375,0.1971830985915493,0.018518518518518517,0.06666666666666667,0.028985507246376812,0.07272727272727272,0.25,0.11267605633802816
9781912776207,ch4,0.07692307692307693,0.25,0.11764705882352941,0.02631578947368421,0.09090909090909091,0.04081632653061224,0.05128205128205128,0.16666666666666666,0.07843137254901959
9781912776207,ch4,0.06976744186046512,0.3,0.11320754716981132,0.0,0.0,0.0,0.06976744186046512,0.3,0.11320754716981132
9781912776207,ch4,0.1956521739130435,0.5625,0.2903225806451613,0.06666666666666667,0.2,0.1,0.10869565217391304,0.3125,0.16129032258064516
9781912776207,ch4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9781912776207,ch4,0.10869565217391304,0.38461538461538464,0.1694915254237288,0.022222222222222223,0.08333333333333333,0.03508771929824561,0.10869565217391304,0.38461538461538464,0.1694915254237288
9781910797495,chp12,0.13953488372093023,0.3,0.1904761904761905,0.0,0.0,0.0,0.09302325581395349,0.2,0.12698412698412698
9781910797495,chp12,0.34285714285714286,0.17142857142857143,0.22857142857142862,0.029411764705882353,0.014492753623188406,0.019417475728155338,0.17142857142857143,0.08571428571428572,0.11428571428571431
