book,chapter,rouge1_precision_sshleifer/distilbart-cnn-12-6,rouge1_recall_sshleifer/distilbart-cnn-12-6,rouge1_fmeasure_sshleifer/distilbart-cnn-12-6,rouge2_precision_sshleifer/distilbart-cnn-12-6,rouge2_recall_sshleifer/distilbart-cnn-12-6,rouge2_fmeasure_sshleifer/distilbart-cnn-12-6,rougeL_precision_sshleifer/distilbart-cnn-12-6,rougeL_recall_sshleifer/distilbart-cnn-12-6,rougeL_fmeasure_sshleifer/distilbart-cnn-12-6,rouge1_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge1_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge1_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train
9781908541963,chapter5,0.08695652173913043,0.15384615384615385,0.1111111111111111,0.0,0.0,0.0,0.08695652173913043,0.15384615384615385,0.1111111111111111,0.19047619047619047,0.3076923076923077,0.23529411764705882,0.1,0.16666666666666666,0.125,0.19047619047619047,0.3076923076923077,0.23529411764705882
9781908541963,chapter5,0.16279069767441862,0.4666666666666667,0.24137931034482765,0.047619047619047616,0.14285714285714285,0.07142857142857142,0.13953488372093023,0.4,0.2068965517241379,0.20833333333333334,0.3333333333333333,0.25641025641025644,0.043478260869565216,0.07142857142857142,0.05405405405405405,0.20833333333333334,0.3333333333333333,0.25641025641025644
9781908541963,chapter5,0.13157894736842105,0.2,0.1587301587301587,0.0,0.0,0.0,0.10526315789473684,0.16,0.12698412698412698,0.0784313725490196,0.16,0.10526315789473684,0.0,0.0,0.0,0.058823529411764705,0.12,0.07894736842105263
9781908541963,chapter5,0.20930232558139536,0.5,0.29508196721311475,0.11904761904761904,0.29411764705882354,0.16949152542372883,0.18604651162790697,0.4444444444444444,0.2622950819672131,0.5,0.4444444444444444,0.47058823529411764,0.3333333333333333,0.29411764705882354,0.3125,0.5,0.4444444444444444,0.47058823529411764
9781908541963,chapter5,0.15384615384615385,0.5,0.23529411764705882,0.07894736842105263,0.2727272727272727,0.12244897959183672,0.15384615384615385,0.5,0.23529411764705882,0.5454545454545454,0.5,0.5217391304347826,0.3,0.2727272727272727,0.28571428571428564,0.5454545454545454,0.5,0.5217391304347826
9781910797907,chp2,0.26666666666666666,0.38095238095238093,0.3137254901960784,0.10344827586206896,0.15,0.12244897959183673,0.23333333333333334,0.3333333333333333,0.27450980392156865,0.2608695652173913,0.2857142857142857,0.2727272727272727,0.045454545454545456,0.05,0.04761904761904762,0.17391304347826086,0.19047619047619047,0.1818181818181818
9781910797907,chp2,0.06666666666666667,0.18181818181818182,0.0975609756097561,0.0,0.0,0.0,0.06666666666666667,0.18181818181818182,0.0975609756097561,0.08695652173913043,0.18181818181818182,0.1176470588235294,0.0,0.0,0.0,0.08695652173913043,0.18181818181818182,0.1176470588235294
9781910797907,chp2,0.4838709677419355,0.7894736842105263,0.6,0.4,0.6666666666666666,0.5,0.3548387096774194,0.5789473684210527,0.44000000000000006,0.22727272727272727,0.2631578947368421,0.24390243902439024,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.18181818181818182,0.21052631578947367,0.1951219512195122
9781910797907,chp2,0.47619047619047616,0.9090909090909091,0.6249999999999999,0.35,0.7,0.4666666666666667,0.47619047619047616,0.9090909090909091,0.6249999999999999,0.5,1.0,0.6666666666666666,0.38095238095238093,0.8,0.5161290322580645,0.5,1.0,0.6666666666666666
9781910797907,chp2,0.34285714285714286,1.0,0.5106382978723404,0.23529411764705882,0.7272727272727273,0.3555555555555555,0.3142857142857143,0.9166666666666666,0.4680851063829787,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.1,0.09090909090909091,0.09523809523809525,0.18181818181818182,0.16666666666666666,0.17391304347826086
9781908541666,ch_13,0.044444444444444446,0.2857142857142857,0.07692307692307693,0.0,0.0,0.0,0.044444444444444446,0.2857142857142857,0.07692307692307693,0.3076923076923077,0.5714285714285714,0.4,0.25,0.5,0.3333333333333333,0.3076923076923077,0.5714285714285714,0.4
9781908541666,ch_13,0.15555555555555556,0.7,0.2545454545454545,0.06818181818181818,0.3333333333333333,0.11320754716981131,0.13333333333333333,0.6,0.2181818181818182,0.07692307692307693,0.1,0.08695652173913043,0.0,0.0,0.0,0.07692307692307693,0.1,0.08695652173913043
9781908541666,ch_13,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.044444444444444446,0.2222222222222222,0.07407407407407407,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.16666666666666666,0.25,0.2,0.3076923076923077,0.4444444444444444,0.3636363636363637
9781908541666,ch_13,0.12,0.42857142857142855,0.1875,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.12,0.42857142857142855,0.1875,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.09523809523809523
9781908541666,ch_13,0.36,1.0,0.5294117647058824,0.2916666666666667,0.875,0.43750000000000006,0.36,1.0,0.5294117647058824,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.17391304347826086
9781908541666,ch_13,0.16,0.4444444444444444,0.23529411764705882,0.041666666666666664,0.125,0.0625,0.12,0.3333333333333333,0.1764705882352941,0.07142857142857142,0.1111111111111111,0.08695652173913043,0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.08695652173913043
9781908541666,ch_13,0.05555555555555555,0.2,0.08695652173913045,0.02857142857142857,0.1111111111111111,0.04545454545454545,0.05555555555555555,0.2,0.08695652173913045,0.18518518518518517,0.5,0.2702702702702703,0.07692307692307693,0.2222222222222222,0.1142857142857143,0.1111111111111111,0.3,0.16216216216216217
9781908541666,ch_13,0.08333333333333333,0.375,0.13636363636363638,0.02857142857142857,0.14285714285714285,0.04761904761904761,0.08333333333333333,0.375,0.13636363636363638,0.07407407407407407,0.25,0.11428571428571428,0.0,0.0,0.0,0.07407407407407407,0.25,0.11428571428571428
9781908541666,ch_13,0.30303030303030304,0.7692307692307693,0.43478260869565216,0.25,0.6666666666666666,0.36363636363636365,0.30303030303030304,0.7692307692307693,0.43478260869565216,0.47619047619047616,0.7692307692307693,0.588235294117647,0.4,0.6666666666666666,0.5,0.47619047619047616,0.7692307692307693,0.588235294117647
9781912776153,chp3,0.10256410256410256,0.10526315789473684,0.1038961038961039,0.0,0.0,0.0,0.07692307692307693,0.07894736842105263,0.07792207792207792,0.14634146341463414,0.15789473684210525,0.1518987341772152,0.0,0.0,0.0,0.0975609756097561,0.10526315789473684,0.10126582278481013
9781912776153,chp3,0.07317073170731707,0.375,0.12244897959183672,0.0,0.0,0.0,0.07317073170731707,0.375,0.12244897959183672,0.07692307692307693,0.25,0.11764705882352941,0.0,0.0,0.0,0.07692307692307693,0.25,0.11764705882352941
9781912776153,chp3,0.3050847457627119,0.9,0.45569620253164556,0.29310344827586204,0.8947368421052632,0.44155844155844154,0.3050847457627119,0.9,0.45569620253164556,0.13043478260869565,0.15,0.13953488372093023,0.0,0.0,0.0,0.08695652173913043,0.1,0.09302325581395349
9781912776153,chp3,0.7741935483870968,1.0,0.8727272727272727,0.7666666666666667,1.0,0.8679245283018869,0.7741935483870968,1.0,0.8727272727272727,0.5238095238095238,0.4583333333333333,0.4888888888888889,0.45,0.391304347826087,0.4186046511627907,0.5238095238095238,0.4583333333333333,0.4888888888888889
9781912776153,chp3,0.4375,0.84,0.5753424657534247,0.3829787234042553,0.75,0.5070422535211269,0.4166666666666667,0.8,0.547945205479452,0.631578947368421,0.48,0.5454545454545454,0.4444444444444444,0.3333333333333333,0.380952380952381,0.5789473684210527,0.44,0.5
9781912776153,chp3,0.25,0.375,0.3,0.1864406779661017,0.28205128205128205,0.22448979591836735,0.2,0.3,0.24,0.2916666666666667,0.175,0.21875,0.0,0.0,0.0,0.25,0.15,0.18749999999999997
9781912776153,chp3,0.35714285714285715,1.0,0.5263157894736842,0.34545454545454546,1.0,0.5135135135135135,0.35714285714285715,1.0,0.5263157894736842,0.125,0.15,0.13636363636363635,0.0,0.0,0.0,0.08333333333333333,0.1,0.0909090909090909
9781908541468,ch_14,0.3548387096774194,0.5789473684210527,0.44000000000000006,0.23333333333333334,0.3888888888888889,0.2916666666666667,0.2903225806451613,0.47368421052631576,0.36,0.4666666666666667,0.3684210526315789,0.4117647058823529,0.35714285714285715,0.2777777777777778,0.31250000000000006,0.4,0.3157894736842105,0.35294117647058826
9781908541468,ch_14,0.125,0.46153846153846156,0.19672131147540983,0.02127659574468085,0.08333333333333333,0.03389830508474576,0.0625,0.23076923076923078,0.09836065573770492,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
9781908541468,ch_14,0.125,0.6363636363636364,0.208955223880597,0.05454545454545454,0.3,0.0923076923076923,0.10714285714285714,0.5454545454545454,0.1791044776119403,0.25,0.7272727272727273,0.37209302325581395,0.0967741935483871,0.3,0.14634146341463414,0.1875,0.5454545454545454,0.27906976744186046
9781908541468,ch_14,0.125,0.21739130434782608,0.15873015873015875,0.0,0.0,0.0,0.125,0.21739130434782608,0.15873015873015875,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216
