book,chapter,rouge1_precision_facebook/bart-base,rouge1_recall_facebook/bart-base,rouge1_fmeasure_facebook/bart-base,rouge2_precision_facebook/bart-base,rouge2_recall_facebook/bart-base,rouge2_fmeasure_facebook/bart-base,rougeL_precision_facebook/bart-base,rougeL_recall_facebook/bart-base,rougeL_fmeasure_facebook/bart-base
9781910797006,ch08,0.1595744680851064,0.5056179775280899,0.24258760107816713,0.046263345195729534,0.14772727272727273,0.07046070460704607,0.09219858156028368,0.29213483146067415,0.14016172506738545
9781910797006,ch08,0.1729957805907173,0.4606741573033708,0.25153374233128833,0.08050847457627118,0.2159090909090909,0.11728395061728396,0.10970464135021098,0.29213483146067415,0.15950920245398775
9781910797006,ch08,0.17857142857142858,0.5056179775280899,0.26392961876832843,0.06374501992031872,0.18181818181818182,0.0943952802359882,0.09126984126984126,0.25842696629213485,0.1348973607038123
9781910797006,ch08,0.11983471074380166,0.3258426966292135,0.17522658610271905,0.03734439834024896,0.10227272727272728,0.0547112462006079,0.07024793388429752,0.19101123595505617,0.10271903323262839
9781910797006,ch08,0.1487603305785124,0.4044943820224719,0.2175226586102719,0.04979253112033195,0.13636363636363635,0.0729483282674772,0.08677685950413223,0.23595505617977527,0.1268882175226586
9781910797105,ch06,0.1553030303030303,0.39805825242718446,0.22343324250681199,0.04182509505703422,0.10784313725490197,0.06027397260273972,0.10984848484848485,0.2815533980582524,0.15803814713896455
9781910797105,ch06,0.23465703971119134,0.6310679611650486,0.34210526315789475,0.10507246376811594,0.28431372549019607,0.15343915343915343,0.1444043321299639,0.3883495145631068,0.2105263157894737
9781910797105,ch06,0.2114695340501792,0.5728155339805825,0.3089005235602094,0.08633093525179857,0.23529411764705882,0.12631578947368421,0.1039426523297491,0.2815533980582524,0.1518324607329843
9783318068207,hh-5,0.28222996515679444,0.6639344262295082,0.3960880195599022,0.11888111888111888,0.2809917355371901,0.16707616707616704,0.1672473867595819,0.39344262295081966,0.234718826405868
9783318068207,hh-5,0.19642857142857142,0.36065573770491804,0.2543352601156069,0.017937219730941704,0.03305785123966942,0.023255813953488375,0.11607142857142858,0.21311475409836064,0.15028901734104047
9783318068207,hh-5,0.1975806451612903,0.4016393442622951,0.2648648648648648,0.012145748987854251,0.024793388429752067,0.016304347826086953,0.10887096774193548,0.22131147540983606,0.14594594594594595
9783318068207,hh-5,0.2076923076923077,0.4426229508196721,0.28272251308900526,0.05019305019305019,0.10743801652892562,0.06842105263157895,0.12307692307692308,0.26229508196721313,0.16753926701570684
9781910797105,ch04,0.11149825783972125,0.4507042253521127,0.1787709497206704,0.01048951048951049,0.04285714285714286,0.016853932584269662,0.05574912891986063,0.22535211267605634,0.0893854748603352
9781910797105,ch04,0.12408759124087591,0.4788732394366197,0.19710144927536233,0.014652014652014652,0.05714285714285714,0.023323615160349854,0.06569343065693431,0.2535211267605634,0.10434782608695652
9781910797105,ch04,0.13090909090909092,0.5070422535211268,0.20809248554913298,0.0364963503649635,0.14285714285714285,0.05813953488372093,0.07272727272727272,0.28169014084507044,0.11560693641618497
9781910797006,ch03,0.30141843971631205,0.4913294797687861,0.37362637362637363,0.099644128113879,0.16279069767441862,0.1236203090507726,0.14184397163120568,0.23121387283236994,0.17582417582417584
9781910797006,ch03,0.27756653992395436,0.42196531791907516,0.3348623853211009,0.019083969465648856,0.029069767441860465,0.023041474654377878,0.12927756653992395,0.19653179190751446,0.15596330275229356
9781910797006,ch03,0.2936802973977695,0.45664739884393063,0.3574660633484163,0.06343283582089553,0.09883720930232558,0.07727272727272727,0.10780669144981413,0.1676300578034682,0.13122171945701358
9781910797006,ch03,0.27091633466135456,0.3930635838150289,0.32075471698113206,0.032,0.046511627906976744,0.03791469194312796,0.11155378486055777,0.16184971098265896,0.1320754716981132
9781910797006,ch03,0.26811594202898553,0.4277456647398844,0.32962138084632525,0.04363636363636364,0.06976744186046512,0.05369127516778524,0.12318840579710146,0.19653179190751446,0.15144766146993321
9781910797006,ch03,0.22996515679442509,0.3815028901734104,0.2869565217391304,0.038461538461538464,0.06395348837209303,0.048034934497816595,0.11846689895470383,0.19653179190751446,0.14782608695652172
9781908541406,ch_6,0.22413793103448276,0.4642857142857143,0.3023255813953489,0.030303030303030304,0.06306306306306306,0.04093567251461988,0.10775862068965517,0.22321428571428573,0.1453488372093023
9781908541406,ch_6,0.23404255319148937,0.49107142857142855,0.3170028818443804,0.04700854700854701,0.0990990990990991,0.063768115942029,0.10638297872340426,0.22321428571428573,0.1440922190201729
9781908541406,ch_6,0.19678714859437751,0.4375,0.27146814404432135,0.04435483870967742,0.0990990990990991,0.06128133704735376,0.0963855421686747,0.21428571428571427,0.1329639889196676
9781908541406,ch_6,0.1853448275862069,0.38392857142857145,0.25,0.025974025974025976,0.05405405405405406,0.03508771929824561,0.09482758620689655,0.19642857142857142,0.12790697674418602
9781908541406,ch_6,0.18473895582329317,0.4107142857142857,0.2548476454293629,0.012096774193548387,0.02702702702702703,0.01671309192200557,0.07228915662650602,0.16071428571428573,0.0997229916897507
9781908541406,ch_6,0.24285714285714285,0.45535714285714285,0.3167701863354037,0.05741626794258373,0.10810810810810811,0.07500000000000001,0.14285714285714285,0.26785714285714285,0.18633540372670807
9781908541406,ch_6,0.17117117117117117,0.3392857142857143,0.2275449101796407,0.027149321266968326,0.05405405405405406,0.03614457831325301,0.09009009009009009,0.17857142857142858,0.11976047904191617
9781908541277,ch_6,0.21705426356589147,0.6086956521739131,0.32,0.06614785992217899,0.18681318681318682,0.09770114942528736,0.10852713178294573,0.30434782608695654,0.16
9781908541277,ch_6,0.17857142857142858,0.4891304347826087,0.2616279069767442,0.04780876494023904,0.13186813186813187,0.07017543859649124,0.09126984126984126,0.25,0.13372093023255813
9781910797815,chp3,0.49572649572649574,0.6705202312138728,0.5700245700245701,0.21030042918454936,0.28488372093023256,0.24197530864197533,0.1581196581196581,0.2138728323699422,0.18181818181818182
9781910797815,chp3,0.3895582329317269,0.5606936416184971,0.45971563981042657,0.1935483870967742,0.27906976744186046,0.22857142857142856,0.24096385542168675,0.3468208092485549,0.2843601895734597
9781910797815,chp3,0.2918287937743191,0.43352601156069365,0.3488372093023256,0.05859375,0.0872093023255814,0.07009345794392524,0.15953307392996108,0.23699421965317918,0.19069767441860463
9781910797310,chp3,0.1825726141078838,0.5176470588235295,0.2699386503067484,0.075,0.21428571428571427,0.1111111111111111,0.1078838174273859,0.3058823529411765,0.15950920245398773
9781910797310,chp3,0.13618677042801555,0.4117647058823529,0.20467836257309943,0.01953125,0.05952380952380952,0.029411764705882353,0.08171206225680934,0.24705882352941178,0.12280701754385966
9781910797310,chp3,0.1625,0.4588235294117647,0.24,0.02092050209205021,0.05952380952380952,0.030959752321981424,0.075,0.21176470588235294,0.11076923076923076
9781910797426,ch12,0.18309859154929578,0.4431818181818182,0.25913621262458475,0.03773584905660377,0.09195402298850575,0.05351170568561873,0.09389671361502347,0.22727272727272727,0.132890365448505
9781910797426,ch12,0.17674418604651163,0.4318181818181818,0.2508250825082508,0.03271028037383177,0.08045977011494253,0.046511627906976744,0.07906976744186046,0.19318181818181818,0.11221122112211221
9781910797426,ch12,0.1382488479262673,0.3409090909090909,0.19672131147540983,0.009259259259259259,0.022988505747126436,0.0132013201320132,0.07834101382488479,0.19318181818181818,0.11147540983606556
9781910797426,ch12,0.18565400843881857,0.5,0.2707692307692308,0.05084745762711865,0.13793103448275862,0.07430340557275542,0.11814345991561181,0.3181818181818182,0.1723076923076923
9781910797426,ch12,0.1691542288557214,0.38636363636363635,0.23529411764705885,0.03,0.06896551724137931,0.041811846689895474,0.07462686567164178,0.17045454545454544,0.10380622837370242
9781910797426,ch12,0.18009478672985782,0.4318181818181818,0.2541806020066889,0.05714285714285714,0.13793103448275862,0.0808080808080808,0.09004739336492891,0.2159090909090909,0.12709030100334445
9781908541024,ch_13,0.14186851211072665,0.6612903225806451,0.2336182336182336,0.034722222222222224,0.16393442622950818,0.05730659025787965,0.06920415224913495,0.3225806451612903,0.11396011396011396
9781908541024,ch_13,0.1214574898785425,0.4838709677419355,0.19417475728155337,0.024390243902439025,0.09836065573770492,0.03908794788273616,0.08906882591093117,0.3548387096774194,0.1423948220064725
9781910797617,chp6,0.3531746031746032,0.5028248587570622,0.41491841491841497,0.10358565737051793,0.14772727272727273,0.12177985948477753,0.1388888888888889,0.1977401129943503,0.16317016317016317
9781910797617,chp6,0.2543859649122807,0.327683615819209,0.28641975308641976,0.03524229074889868,0.045454545454545456,0.03970223325062035,0.13157894736842105,0.1694915254237288,0.14814814814814817
9781910797617,chp6,0.2869198312236287,0.384180790960452,0.3285024154589372,0.0423728813559322,0.056818181818181816,0.04854368932038834,0.12236286919831224,0.1638418079096045,0.14009661835748793
9781910797617,chp6,0.37184115523465705,0.5819209039548022,0.45374449339207046,0.16304347826086957,0.2556818181818182,0.19911504424778761,0.18772563176895307,0.2937853107344633,0.2290748898678414
9781908541994,ch02,0.13478260869565217,0.5636363636363636,0.2175438596491228,0.05240174672489083,0.2222222222222222,0.08480565371024734,0.07391304347826087,0.3090909090909091,0.11929824561403508
9781910797471,ch05,0.20901639344262296,0.40476190476190477,0.27567567567567575,0.04526748971193416,0.088,0.059782608695652176,0.0942622950819672,0.18253968253968253,0.12432432432432435
9781910797471,ch05,0.19834710743801653,0.38095238095238093,0.2608695652173913,0.04149377593360996,0.08,0.0546448087431694,0.09504132231404959,0.18253968253968253,0.125
9781910797105,ch08,0.18614718614718614,0.589041095890411,0.28289473684210525,0.07391304347826087,0.2361111111111111,0.11258278145695363,0.1038961038961039,0.3287671232876712,0.15789473684210525
9781910797105,ch08,0.1728395061728395,0.5753424657534246,0.26582278481012656,0.0743801652892562,0.25,0.11464968152866244,0.10699588477366255,0.3561643835616438,0.16455696202531647
9781910797105,ch08,0.11583011583011583,0.410958904109589,0.18072289156626506,0.03488372093023256,0.125,0.05454545454545454,0.08108108108108109,0.2876712328767123,0.12650602409638556
9781912776207,ch4,0.11203319502074689,0.45,0.17940199335548174,0.03333333333333333,0.13559322033898305,0.053511705685618735,0.05394190871369295,0.21666666666666667,0.08637873754152822
9781912776207,ch4,0.10822510822510822,0.4166666666666667,0.17182130584192437,0.017391304347826087,0.06779661016949153,0.027681660899653984,0.06926406926406926,0.26666666666666666,0.10996563573883163
9781912776207,ch4,0.13617021276595745,0.5333333333333333,0.2169491525423729,0.02564102564102564,0.1016949152542373,0.040955631399317405,0.06808510638297872,0.26666666666666666,0.10847457627118645
9781910797495,chp12,0.13818181818181818,0.4222222222222222,0.20821917808219176,0.032846715328467155,0.10112359550561797,0.049586776859504134,0.09818181818181818,0.3,0.14794520547945203
9781910797495,chp12,0.10344827586206896,0.3,0.15384615384615385,0.011538461538461539,0.033707865168539325,0.017191977077363897,0.06130268199233716,0.17777777777777778,0.09116809116809117
9781910797495,chp12,0.1423076923076923,0.4111111111111111,0.2114285714285714,0.011583011583011582,0.033707865168539325,0.017241379310344827,0.07692307692307693,0.2222222222222222,0.1142857142857143
9781912776726,ch2,0.33695652173913043,0.5284090909090909,0.4115044247787611,0.14181818181818182,0.22285714285714286,0.1733333333333333,0.18115942028985507,0.2840909090909091,0.22123893805309738
9781912776726,ch2,0.3474576271186441,0.4659090909090909,0.3980582524271845,0.07659574468085106,0.10285714285714286,0.08780487804878048,0.16101694915254236,0.2159090909090909,0.18446601941747573
9781910797815,chp2,0.30869565217391304,0.5867768595041323,0.4045584045584045,0.13973799126637554,0.26666666666666666,0.1833810888252149,0.16521739130434782,0.3140495867768595,0.21652421652421652
9781910797433,ch05,0.1801470588235294,0.4803921568627451,0.2620320855614974,0.02952029520295203,0.07920792079207921,0.04301075268817204,0.1213235294117647,0.3235294117647059,0.17647058823529413
9781910797433,ch05,0.2140077821011673,0.5392156862745098,0.3064066852367688,0.0390625,0.09900990099009901,0.05602240896358543,0.10116731517509728,0.2549019607843137,0.14484679665738162
9781910797433,ch05,0.17959183673469387,0.43137254901960786,0.25360230547550433,0.03278688524590164,0.07920792079207921,0.046376811594202906,0.08571428571428572,0.20588235294117646,0.12103746397694526
9781910797617,chp1,0.29069767441860467,0.4601226993865031,0.35629453681710216,0.11673151750972763,0.18518518518518517,0.1431980906921241,0.1744186046511628,0.27607361963190186,0.21377672209026127
9781910797617,chp1,0.25311203319502074,0.37423312883435583,0.30198019801980197,0.05416666666666667,0.08024691358024691,0.06467661691542288,0.11618257261410789,0.17177914110429449,0.1386138613861386
9781910797617,chp1,0.26545454545454544,0.44785276073619634,0.3333333333333333,0.04744525547445255,0.08024691358024691,0.059633027522935776,0.12,0.20245398773006135,0.1506849315068493
9781910797617,chp1,0.3242009132420091,0.43558282208588955,0.3717277486910994,0.09174311926605505,0.12345679012345678,0.10526315789473684,0.1232876712328767,0.1656441717791411,0.1413612565445026
9781908541963,chapter3,0.17695473251028807,0.6935483870967742,0.2819672131147541,0.06611570247933884,0.26229508196721313,0.10561056105610561,0.11934156378600823,0.46774193548387094,0.19016393442622953
9781908541963,chapter3,0.09219858156028368,0.41935483870967744,0.1511627906976744,0.017793594306049824,0.08196721311475409,0.02923976608187135,0.05673758865248227,0.25806451612903225,0.09302325581395349
9781908541796,chapter1,0.20463320463320464,0.4274193548387097,0.2767624020887729,0.07751937984496124,0.16260162601626016,0.10498687664041995,0.12355212355212356,0.25806451612903225,0.1671018276762402
9781908541796,chapter1,0.2807017543859649,0.5161290322580645,0.3636363636363636,0.06167400881057269,0.11382113821138211,0.08,0.11403508771929824,0.20967741935483872,0.14772727272727273
9781908541963,chapter5,0.22018348623853212,0.5783132530120482,0.318936877076412,0.07834101382488479,0.2073170731707317,0.11371237458193979,0.11467889908256881,0.30120481927710846,0.16611295681063123
9781908541963,chapter5,0.15966386554621848,0.4578313253012048,0.23676012461059187,0.046413502109704644,0.13414634146341464,0.06896551724137932,0.07983193277310924,0.2289156626506024,0.11838006230529594
9781908541963,chapter5,0.1615720524017467,0.4457831325301205,0.23717948717948717,0.03070175438596491,0.08536585365853659,0.04516129032258064,0.08296943231441048,0.2289156626506024,0.12179487179487179
9781910797907,chp2,0.15120274914089346,0.5945945945945946,0.24109589041095886,0.06206896551724138,0.2465753424657534,0.09917355371900825,0.10996563573883161,0.43243243243243246,0.17534246575342466
9781908541666,ch_13,0.22021660649819494,0.7439024390243902,0.3398328690807799,0.10507246376811594,0.35802469135802467,0.16246498599439776,0.1263537906137184,0.4268292682926829,0.19498607242339833
9781908541666,ch_13,0.17142857142857143,0.5121951219512195,0.25688073394495414,0.05737704918032787,0.1728395061728395,0.08615384615384616,0.08163265306122448,0.24390243902439024,0.12232415902140673
9781912776153,chp3,0.4,0.6285714285714286,0.488888888888889,0.21532846715328466,0.3390804597701149,0.26339285714285715,0.21454545454545454,0.33714285714285713,0.2622222222222222
9781912776153,chp3,0.22021660649819494,0.3485714285714286,0.2699115044247788,0.014492753623188406,0.022988505747126436,0.017777777777777778,0.11191335740072202,0.17714285714285713,0.13716814159292035
9781908541468,ch_14,0.1953125,0.46296296296296297,0.2747252747252747,0.043137254901960784,0.102803738317757,0.06077348066298342,0.09765625,0.23148148148148148,0.13736263736263735
9781908541468,ch_14,0.1520912547528517,0.37037037037037035,0.21563342318059298,0.019083969465648856,0.04672897196261682,0.02710027100271003,0.08745247148288973,0.21296296296296297,0.12398921832884095
9781908541468,ch_14,0.20149253731343283,0.5,0.28723404255319146,0.04868913857677903,0.12149532710280374,0.06951871657754011,0.08582089552238806,0.21296296296296297,0.12234042553191488
9781910797662,ch09,0.156794425087108,0.45454545454545453,0.23316062176165803,0.03146853146853147,0.09183673469387756,0.04687500000000001,0.07665505226480836,0.2222222222222222,0.11398963730569947
9781910797662,ch09,0.16140350877192983,0.46464646464646464,0.23958333333333334,0.02112676056338028,0.061224489795918366,0.031413612565445025,0.08421052631578947,0.24242424242424243,0.125
9781910797662,ch09,0.14521452145214522,0.4444444444444444,0.21890547263681595,0.009933774834437087,0.030612244897959183,0.015,0.07920792079207921,0.24242424242424243,0.11940298507462686
9781910797211,ch04,0.42338709677419356,0.40229885057471265,0.412573673870334,0.11740890688259109,0.11153846153846154,0.1143984220907298,0.1975806451612903,0.18773946360153257,0.1925343811394892
9781910797211,ch04,0.48760330578512395,0.4521072796934866,0.4691848906560636,0.18672199170124482,0.17307692307692307,0.17964071856287428,0.25206611570247933,0.23371647509578544,0.24254473161033796
9781910797211,ch04,0.3760330578512397,0.3486590038314176,0.36182902584493043,0.04979253112033195,0.046153846153846156,0.04790419161676647,0.16115702479338842,0.14942528735632185,0.1550695825049702
9781910797211,ch04,0.34962406015037595,0.3563218390804598,0.3529411764705882,0.06792452830188679,0.06923076923076923,0.06857142857142856,0.14285714285714285,0.14559386973180077,0.1442125237191651
9781910797211,ch04,0.28761061946902655,0.24904214559386972,0.2669404517453799,0.02666666666666667,0.023076923076923078,0.024742268041237112,0.13274336283185842,0.11494252873563218,0.12320328542094457
9781910797211,ch04,0.3436293436293436,0.34099616858237547,0.34230769230769226,0.027131782945736434,0.026923076923076925,0.02702702702702703,0.13513513513513514,0.13409961685823754,0.1346153846153846
9781910797211,ch04,0.40756302521008403,0.3716475095785441,0.38877755511022044,0.06751054852320675,0.06153846153846154,0.06438631790744466,0.15966386554621848,0.14559386973180077,0.1523046092184369
9781910797211,ch04,0.30078125,0.2950191570881226,0.2978723404255319,0.023529411764705882,0.023076923076923078,0.02330097087378641,0.140625,0.13793103448275862,0.13926499032882012
9781910797211,ch04,0.25203252032520324,0.23754789272030652,0.24457593688362916,0.00816326530612245,0.007692307692307693,0.007920792079207921,0.13821138211382114,0.13026819923371646,0.1341222879684418
9781910797211,ch04,0.31512605042016806,0.28735632183908044,0.3006012024048096,0.029535864978902954,0.026923076923076925,0.028169014084507046,0.13865546218487396,0.12643678160919541,0.13226452905811623
9781910797211,ch04,0.3201754385964912,0.2796934865900383,0.29856850715746425,0.04405286343612335,0.038461538461538464,0.04106776180698152,0.14473684210526316,0.12643678160919541,0.13496932515337426
9781910797211,ch04,0.4111111111111111,0.42528735632183906,0.4180790960451978,0.08178438661710037,0.08461538461538462,0.0831758034026465,0.17777777777777778,0.1839080459770115,0.1807909604519774
9781910797211,ch04,0.4921875,0.4827586206896552,0.4874274661508704,0.1450980392156863,0.1423076923076923,0.14368932038834953,0.19921875,0.19540229885057472,0.19729206963249518
9781910797211,ch04,0.3682008368200837,0.3371647509578544,0.35200000000000004,0.07142857142857142,0.06538461538461539,0.0682730923694779,0.16736401673640167,0.1532567049808429,0.16
9781910797211,ch04,0.34408602150537637,0.367816091954023,0.35555555555555557,0.046762589928057555,0.05,0.048327137546468404,0.14336917562724014,0.1532567049808429,0.14814814814814814
9781910797211,ch04,0.33073929961089493,0.32567049808429116,0.32818532818532814,0.08203125,0.08076923076923077,0.08139534883720932,0.14785992217898833,0.14559386973180077,0.14671814671814673
9781908541727,ch03,0.24738675958188153,0.5144927536231884,0.3341176470588236,0.09090909090909091,0.1897810218978102,0.12293144208037825,0.1254355400696864,0.2608695652173913,0.16941176470588235
9781908541727,ch03,0.24686192468619247,0.427536231884058,0.3129973474801061,0.046218487394957986,0.08029197080291971,0.058666666666666666,0.10460251046025104,0.18115942028985507,0.1326259946949602
9781908541727,ch03,0.25,0.4782608695652174,0.3283582089552239,0.07224334600760456,0.1386861313868613,0.09499999999999999,0.11363636363636363,0.21739130434782608,0.1492537313432836
9781908541727,ch03,0.2916666666666667,0.5072463768115942,0.37037037037037035,0.08368200836820083,0.145985401459854,0.10638297872340424,0.10833333333333334,0.18840579710144928,0.13756613756613756
9781908541727,ch03,0.2786259541984733,0.5289855072463768,0.365,0.06130268199233716,0.11678832116788321,0.08040201005025126,0.1183206106870229,0.2246376811594203,0.15499999999999997
9783318068207,hh-8,0.10424710424710425,0.48214285714285715,0.17142857142857143,0.023255813953488372,0.10909090909090909,0.038338658146964855,0.05791505791505792,0.26785714285714285,0.09523809523809525
9783318068207,hh-8,0.1103448275862069,0.5714285714285714,0.18497109826589594,0.01384083044982699,0.07272727272727272,0.02325581395348837,0.06206896551724138,0.32142857142857145,0.10404624277456648
9781908541024,ch_12,0.2608695652173913,0.5294117647058824,0.34951456310679613,0.05454545454545454,0.1111111111111111,0.07317073170731707,0.12318840579710146,0.25,0.1650485436893204
9781908541024,ch_12,0.22123893805309736,0.36764705882352944,0.27624309392265195,0.03111111111111111,0.05185185185185185,0.03888888888888888,0.10619469026548672,0.17647058823529413,0.13259668508287292
9781908541024,ch_12,0.2554112554112554,0.4338235294117647,0.32152588555858314,0.013043478260869565,0.022222222222222223,0.016438356164383564,0.11688311688311688,0.19852941176470587,0.14713896457765668
9781910797105,ch05,0.14074074074074075,0.6031746031746031,0.22822822822822827,0.04460966542750929,0.1935483870967742,0.07250755287009063,0.08888888888888889,0.38095238095238093,0.14414414414414414
9781908541420,ch_6,0.2796208530805687,0.5042735042735043,0.35975609756097565,0.13333333333333333,0.2413793103448276,0.17177914110429449,0.17535545023696683,0.3162393162393162,0.22560975609756098
9781908541420,ch_6,0.19248826291079812,0.3504273504273504,0.24848484848484848,0.03773584905660377,0.06896551724137931,0.04878048780487805,0.09859154929577464,0.1794871794871795,0.12727272727272726
9781908541420,ch_6,0.21982758620689655,0.4358974358974359,0.2922636103151862,0.04329004329004329,0.08620689655172414,0.057636887608069155,0.08189655172413793,0.1623931623931624,0.10888252148997135
9781908541420,ch_6,0.22924901185770752,0.49572649572649574,0.31351351351351353,0.09126984126984126,0.19827586206896552,0.125,0.13043478260869565,0.28205128205128205,0.17837837837837836
9781908541420,ch_6,0.21224489795918366,0.4444444444444444,0.287292817679558,0.02459016393442623,0.05172413793103448,0.03333333333333333,0.10204081632653061,0.21367521367521367,0.13812154696132595
9781908541420,ch_6,0.14022140221402213,0.3247863247863248,0.1958762886597938,0.03333333333333333,0.07758620689655173,0.0466321243523316,0.08487084870848709,0.19658119658119658,0.11855670103092784
9781908541420,ch_6,0.23674911660777384,0.5726495726495726,0.33499999999999996,0.04609929078014184,0.11206896551724138,0.06532663316582914,0.09187279151943463,0.2222222222222222,0.13
9781908541420,ch_6,0.1891891891891892,0.4188034188034188,0.26063829787234044,0.01937984496124031,0.04310344827586207,0.026737967914438505,0.0888030888030888,0.19658119658119658,0.12234042553191489
9781908541680,ch_8,0.09395973154362416,0.5283018867924528,0.15954415954415954,0.020202020202020204,0.11538461538461539,0.0343839541547278,0.07046979865771812,0.39622641509433965,0.11965811965811965
